,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Age
1928,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12,10.5
1929,0.615,0.495,0.2,1.219,0.564,0.22699999999999998,0.3885,10,8.5
1930,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11,9.5
1931,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,7.5
1932,0.62,0.495,0.17,1.062,0.37200000000000005,0.213,0.34,11,9.5
1933,0.62,0.495,0.195,1.5145,0.579,0.34600000000000003,0.5195,15,13.5
1934,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,9,7.5
1935,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,10.5
1936,0.625,0.495,0.155,1.0485,0.48700000000000004,0.212,0.3215,11,9.5
1937,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9,7.5
1938,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10,8.5
1939,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11,9.5
1940,0.625,0.52,0.18,1.354,0.4845,0.35100000000000003,0.375,11,9.5
1941,0.625,0.47,0.145,0.9840000000000001,0.475,0.2,0.265,11,9.5
1942,0.63,0.49,0.155,1.2525,0.63,0.24600000000000002,0.289,9,7.5
1943,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,9.5
1944,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11,9.5
1945,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,9.5
1946,0.635,0.525,0.16,1.195,0.5435,0.24600000000000002,0.335,12,10.5
1947,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12,10.5
1948,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10,8.5
1949,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11,9.5
1950,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10,8.5
1951,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,8.5
1952,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,8.5
1953,0.64,0.49,0.155,1.1285,0.47700000000000004,0.26899999999999996,0.34,9,7.5
1954,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,9.5
1955,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,10.5
1956,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,9.5
1957,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16,14.5
1958,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,10,8.5
1959,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,11.5
1960,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,8.5
1961,0.655,0.515,0.18,1.412,0.6195,0.2485,0.49700000000000005,11,9.5
1962,0.655,0.525,0.175,1.348,0.5855,0.2605,0.39399999999999996,10,8.5
1963,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,7.5
1964,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,8.5
1965,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11,9.5
1966,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,8.5
1967,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,10.5
1968,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,10.5
1969,0.67,0.53,0.205,1.4015,0.643,0.2465,0.41600000000000004,12,10.5
1970,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,11,9.5
1971,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11,9.5
1972,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,12,10.5
1973,0.68,0.54,0.155,1.534,0.6709999999999999,0.379,0.384,10,8.5
1974,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10,8.5
1975,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11,9.5
1976,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,11.5
1977,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,13,11.5
1978,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,10.5
1979,0.7,0.55,0.195,1.6245,0.675,0.34700000000000003,0.535,13,11.5
1980,0.705,0.535,0.22,1.8659999999999999,0.929,0.3835,0.4395,10,8.5
1981,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12,10.5
1982,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11,9.5
1983,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,11,9.5
1984,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11,9.5
1985,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,13,11.5
1986,0.135,0.13,0.04,0.028999999999999998,0.0125,0.0065,0.008,4,2.5
1987,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4,2.5
1988,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5,3.5
1989,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6,4.5
1990,0.28,0.2,0.065,0.0895,0.036000000000000004,0.0185,0.03,7,5.5
1991,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,4.5
1992,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,3.5
1993,0.29,0.21,0.06,0.1195,0.055999999999999994,0.0235,0.03,6,4.5
1994,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,6,4.5
1995,0.32,0.24,0.07,0.133,0.0585,0.0255,0.040999999999999995,6,4.5
1996,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7,5.5
1997,0.335,0.25,0.08,0.1695,0.0695,0.044000000000000004,0.0495,6,4.5
1998,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,5.5
1999,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6,4.5
2000,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,7.5
2001,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,4.5
2002,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,5.5
2003,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,4.5
2004,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,5.5
2005,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7,5.5
2006,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,5.5
2007,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8,6.5
2008,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7,5.5
2009,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,6.5
2010,0.435,0.325,0.12,0.34600000000000003,0.159,0.084,0.095,7,5.5
2011,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129,8,6.5
2012,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7,5.5
2013,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10,8.5
2014,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145,10,8.5
2015,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8,6.5
2016,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9,7.5
2017,0.505,0.395,0.135,0.5915,0.28800000000000003,0.1315,0.185,12,10.5
2018,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,8.5
2019,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9,7.5
2020,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,9,7.5
2021,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,7.5
2022,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,7.5
2023,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,7.5
2024,0.545,0.44,0.14,0.8395,0.35600000000000004,0.1905,0.2385,11,9.5
2025,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10,8.5
2026,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9,7.5
2027,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,7.5
2028,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10,8.5
2029,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,7.5
2030,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,8.5
2031,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10,8.5
2032,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,10.5
2033,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,8.5
2034,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,12.5
2035,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,7.5
2036,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,3.5
2037,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,3.5
2038,0.28,0.215,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5,3.5
2039,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027000000000000003,6,4.5
2040,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8,6.5
2041,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006,8,6.5
2042,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,6.5
2043,0.395,0.295,0.1,0.293,0.14,0.062,0.08199999999999999,7,5.5
2044,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,7,5.5
2045,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,6.5
2046,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,5.5
2047,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6,4.5
2048,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,7.5
2049,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8,6.5
2050,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,6.5
2051,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335,8,6.5
2052,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,6.5
2053,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7,5.5
2054,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,5.5
2055,0.465,0.355,0.09,0.4325,0.2005,0.07400000000000001,0.1275,9,7.5
2056,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7,5.5
2057,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8,6.5
2058,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,6.5
2059,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8,6.5
2060,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,7.5
2061,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8,6.5
2062,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,5.5
2063,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,8,6.5
2064,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,6.5
2065,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,8,6.5
2066,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10,8.5
2067,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,7.5
2068,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,9,7.5
2069,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,7.5
2070,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209,11,9.5
2071,0.565,0.44,0.135,0.83,0.39299999999999996,0.1735,0.23800000000000002,9,7.5
2072,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,6.5
2073,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7,5.5
2074,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,11,9.5
2075,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,7.5
2076,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10,8.5
2077,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22,8,6.5
2078,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005,8,6.5
2079,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,7.5
2080,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,9,7.5
2081,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,6.5
2082,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,10,8.5
2083,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,9.5
2084,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,10.5
2085,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,8.5
2086,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,8.5
2087,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,11,9.5
2088,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,10.5
2089,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,8.5
2090,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,15.5
2091,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,6.5
2092,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,8.5
2093,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,9.5
2094,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,5.5
2095,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,5.5
2096,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11,9.5
2097,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,5.5
2098,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,6.5
2099,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,8.5
2100,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,8.5
2101,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,17.5
2102,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,9,7.5
2103,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,7.5
2104,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,9.5
2105,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,8.5
2106,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14,12.5
2107,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,13.5
2108,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27,25.5
2109,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,11.5
2110,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,3.5
2111,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,7.5
2112,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,6.5
2113,0.385,0.29,0.09,0.23199999999999998,0.0855,0.0495,0.08,7,5.5
2114,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,2.5
2115,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3,1.5
2116,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,4.5
2117,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,5.5
2118,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,6.5
2119,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,7.5
2120,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,5.5
2121,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,7.5
2122,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,9.5
2123,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,4.5
2124,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,5.5
2125,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,6.5
2126,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,8.5
2127,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,5.5
2128,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,10.5
2129,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,10.5
2130,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,7.5
2131,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,4.5
2132,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,8.5
2133,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,7.5
2134,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12,8,6.5
2135,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,10.5
2136,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,7.5
2137,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,8.5
2138,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16,14.5
2139,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,12.5
2140,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,8.5
2141,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,5.5
2142,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,7.5
2143,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,8.5
2144,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,7.5
2145,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,7.5
2146,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,9.5
2147,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12,10.5
2148,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,6.5
2149,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7,5.5
2150,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,8.5
2151,0.745,0.585,0.19,1.966,0.8435,0.43700000000000006,0.5855,18,16.5
2152,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,6.5
2153,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,3.5
2154,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,8.5
2155,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,14.5
2156,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,10.5
2157,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,15.5
2158,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14,12.5
2159,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,10.5
2160,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,19,17.5
2161,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,15.5
2162,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,11,9.5
2163,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9,7.5
2164,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,3.5
2165,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,7.5
2166,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,4.5
2167,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5,3.5
2168,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,4.5
2169,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4,2.5
2170,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,5.5
2171,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,4.5
2172,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,3.5
2173,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,8.5
2174,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13,11.5
2175,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.35,12,10.5
2176,0.57,0.45,0.17,1.0979999999999999,0.414,0.187,0.405,20,18.5
2177,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,14,12.5
2178,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,13.5
2179,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,14,12.5
2180,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21,19.5
2181,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,14.5
2182,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,11.5
2183,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,4.5
2184,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,4.5
2185,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,7.5
2186,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9,7.5
2187,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,12.5
2188,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12,10.5
2189,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,8.5
2190,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11,9.5
2191,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,13.5
2192,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,12.5
2193,0.215,0.17,0.055,0.0605,0.0205,0.013999999999999999,0.02,6,4.5
2194,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,11.5
2195,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5,3.5
2196,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11,9.5
2197,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,8.5
2198,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,4.5
2199,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21,19.5
2200,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13,11.5
2201,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,23.5
2202,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19,17.5
2203,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18,16.5
2204,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,5.5
2205,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,4.5
2206,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,3.5
2207,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135,8,6.5
2208,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16,14.5
2209,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27,25.5
2210,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18,16.5
2211,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,17,15.5
2212,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13,11.5
2213,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17,15.5
2214,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8,6.5
2215,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,8.5
2216,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7,5.5
2217,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,11.5
2218,0.495,0.39,0.15,0.853,0.3285,0.18899999999999997,0.27,14,12.5
2219,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13,11.5
2220,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8,6.5
2221,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,15.5
2222,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13,11.5
2223,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,14,12.5
2224,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,7.5
2225,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13,11.5
2226,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,5.5
2227,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7,5.5
2228,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,12,10.5
2229,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,5.5
2230,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,11.5
2231,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,9,7.5
2232,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,7.5
2233,0.595,0.475,0.17,1.0965,0.419,0.22899999999999998,0.35,17,15.5
2234,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,12.5
2235,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13,11.5
2236,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,15,13.5
2237,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17,15.5
2238,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8,6.5
2239,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,6.5
2240,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,12,10.5
2241,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,9.5
2242,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7,5.5
2243,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,8.5
2244,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11,9.5
2245,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9,7.5
2246,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10,8.5
2247,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9,7.5
2248,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,4.5
2249,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12,10.5
2250,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11,9.5
2251,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13,11.5
2252,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14,12.5
2253,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11,9.5
2254,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14,12.5
2255,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12,10.5
2256,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8,6.5
2257,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13,11.5
2258,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8,6.5
2259,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13,11.5
2260,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10,8.5
2261,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11,9.5
2262,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,15.5
2263,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13,11.5
2264,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14,12.5
2265,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13,11.5
2266,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14,12.5
2267,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,15,13.5
2268,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,13,11.5
2269,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12,10.5
2270,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18,16.5
